item,token,tag,patent,partition,trainingTest
9734,the,O,84,6,training
9735,first,O,84,6,training
9736,inductor,O,84,6,training
9737,and,O,84,6,training
9738,a,O,84,6,training
9739,second,O,84,6,training
9740,terminal,O,84,6,training
9741,of,O,84,6,training
9742,the,O,84,6,training
9743,second,O,84,6,training
9744,inductor,O,84,6,training
9745,.,O,84,6,training
9746,A,O,84,6,training
9747,first,O,84,6,training
9748,active,O,84,6,training
9749,element,O,84,6,training
9750,is,O,84,6,training
9751,connected,O,84,6,training
9752,between,O,84,6,training
9753,a,O,84,6,training
9754,positive,O,84,6,training
9755,electrode,O,84,6,training
9756,of,O,84,6,training
9757,the,O,84,6,training
9758,first,O,84,6,training
9759,battery,O,84,6,training
9760,cell,O,84,6,training
9761,and,O,84,6,training
9762,the,O,84,6,training
9763,second,O,84,6,training
9764,terminal,O,84,6,training
9765,of,O,84,6,training
9766,the,O,84,6,training
9767,first,O,84,6,training
9768,inductor,O,84,6,training
9769,",",O,84,6,training
9770,and,O,84,6,training
9771,a,O,84,6,training
9772,second,O,84,6,training
9773,active,O,84,6,training
9774,element,O,84,6,training
9775,is,O,84,6,training
9776,connected,O,84,6,training
9777,between,O,84,6,training
9778,a,O,84,6,training
9779,negative,O,84,6,training
9780,electrode,O,84,6,training
9781,of,O,84,6,training
9782,the,O,84,6,training
9783,third,O,84,6,training
9784,battery,O,84,6,training
9785,cell,O,84,6,training
9786,and,O,84,6,training
9787,the,O,84,6,training
9788,second,O,84,6,training
9789,terminal,O,84,6,training
9790,of,O,84,6,training
9791,the,O,84,6,training
9792,second,O,84,6,training
9793,inductor,O,84,6,training
9794,.,O,84,6,training
9795,A,O,85,6,training
9796,millimeter,O,85,6,training
9797,wave,O,85,6,training
9798,communication,O,85,6,training
9799,system,O,85,6,training
9800,for,O,85,6,training
9801,enhanced,O,85,6,training
9802,downlink,O,85,6,training
9803,beamforming,O,85,6,training
9804,and,O,85,6,training
9805,pairing,O,85,6,training
9806,is,O,85,6,training
9807,described,O,85,6,training
9808,.,O,85,6,training
9809,This,O,85,6,training
9810,includes,O,85,6,training
9811,a,O,85,6,training
9812,beamforming,O,85,6,training
9813,system,O,85,6,training
9814,for,O,85,6,training
9815,pairing,O,85,6,training
9816,with,O,85,6,training
9817,a,O,85,6,training
9818,mobile,O,85,6,training
9819,UE,O,85,6,training
9820,",",O,85,6,training
9821,using,O,85,6,training
9822,a,O,85,6,training
9823,base,O,85,6,training
9824,station,O,85,6,training
9825,with,O,85,6,training
9826,a,O,85,6,training
9827,MIMO,B-HARDWARE,85,6,training
9828,antenna,I-HARDWARE,85,6,training
9829,and,O,85,6,training
9830,a,O,85,6,training
9831,controller,B-HARDWARE,85,6,training
9832,.,O,85,6,training
9833,The,O,85,6,training
9834,controller,B-HARDWARE,85,6,training
9835,transmits,B-FUNCIONALIDADE,85,6,training
9836,first,I-FUNCIONALIDADE,85,6,training
9837,downlink,I-FUNCIONALIDADE,85,6,training
9838,beams,I-FUNCIONALIDADE,85,6,training
9839,from,O,85,6,training
9840,the,O,85,6,training
9841,MIMO,B-HARDWARE,85,6,training
9842,antenna,I-HARDWARE,85,6,training
9843,",",O,85,6,training
9844,including,O,85,6,training
9845,channel,O,85,6,training
9846,state,O,85,6,training
9847,information,O,85,6,training
9848,(,O,85,6,training
9849,CSI,O,85,6,training
9850,),O,85,6,training
9851,reference,O,85,6,training
9852,signals,O,85,6,training
9853,.,O,85,6,training
9854,The,O,85,6,training
9855,mobile,O,85,6,training
9856,UE,O,85,6,training
9857,identifies,O,85,6,training
9858,a,O,85,6,training
9859,provisional,O,85,6,training
9860,downlink,O,85,6,training
9861,beam,O,85,6,training
9862,having,O,85,6,training
9863,a,O,85,6,training
9864,highest,O,85,6,training
9865,intensity,O,85,6,training
9866,CSI,O,85,6,training
9867,reference,O,85,6,training
9868,signal,O,85,6,training
9869,at,O,85,6,training
9870,the,O,85,6,training
9871,mobile,O,85,6,training
9872,UE,O,85,6,training
9873,.,O,85,6,training
9874,The,O,85,6,training
9875,controller,B-HARDWARE,85,6,training
9876,receives,B-FUNCIONALIDADE,85,6,training
9877,a,I-FUNCIONALIDADE,85,6,training
9878,CSI,I-FUNCIONALIDADE,85,6,training
9879,reference,I-FUNCIONALIDADE,85,6,training
9880,signal,I-FUNCIONALIDADE,85,6,training
9881,resource,I-FUNCIONALIDADE,85,6,training
9882,indicator,I-FUNCIONALIDADE,85,6,training
9883,(,I-FUNCIONALIDADE,85,6,training
9884,CRI,I-FUNCIONALIDADE,85,6,training
9885,),I-FUNCIONALIDADE,85,6,training
9886,feedback,I-FUNCIONALIDADE,85,6,training
9887,from,O,85,6,training
9888,the,O,85,6,training
9889,mobile,O,85,6,training
9890,UE,O,85,6,training
9891,that,O,85,6,training
9892,is,O,85,6,training
9893,responsive,O,85,6,training
9894,to,O,85,6,training
9895,the,O,85,6,training
9896,downlink,O,85,6,training
9897,beams,O,85,6,training
9898,and,O,85,6,training
9899,includes,O,85,6,training
9900,the,O,85,6,training
9901,provisional,O,85,6,training
9902,downlink,O,85,6,training
9903,beam,O,85,6,training
9904,",",O,85,6,training
9905,a,O,85,6,training
9906,present,O,85,6,training
9907,geographic,O,85,6,training
9908,position,O,85,6,training
9909,and,O,85,6,training
9910,trajectory,O,85,6,training
9911,of,O,85,6,training
9912,the,O,85,6,training
9913,mobile,O,85,6,training
9914,UE,O,85,6,training
9915,.,O,85,6,training
9916,A,O,85,6,training
9917,refined,O,85,6,training
9918,downlink,O,85,6,training
9919,beam,O,85,6,training
9920,is,O,85,6,training
9921,determined,O,85,6,training
9922,based,O,85,6,training
9923,upon,O,85,6,training
9924,the,O,85,6,training
9925,provisional,O,85,6,training
9926,downlink,O,85,6,training
9927,beam,O,85,6,training
9928,",",O,85,6,training
9929,the,O,85,6,training
9930,present,O,85,6,training
9931,geographic,O,85,6,training
9932,position,O,85,6,training
9933,",",O,85,6,training
9934,and,O,85,6,training
9935,trajectory,O,85,6,training
9936,of,O,85,6,training
9937,the,O,85,6,training
9938,mobile,O,85,6,training
9939,UE,O,85,6,training
9940,.,O,85,6,training
9941,The,O,85,6,training
9942,MIMO,B-HARDWARE,85,6,training
9943,antenna,I-HARDWARE,85,6,training
9944,transmits,B-FUNCIONALIDADE,85,6,training
9945,the,I-FUNCIONALIDADE,85,6,training
9946,refined,I-FUNCIONALIDADE,85,6,training
9947,downlink,I-FUNCIONALIDADE,85,6,training
9948,beam,I-FUNCIONALIDADE,85,6,training
9949,to,O,85,6,training
9950,execute,B-FUNCIONALIDADE,85,6,training
9951,a,I-FUNCIONALIDADE,85,6,training
9952,pairing,I-FUNCIONALIDADE,85,6,training
9953,with,O,85,6,training
9954,the,O,85,6,training
9955,mobile,O,85,6,training
9956,UE,O,85,6,training
9957,.,O,85,6,training
9958,There,O,86,6,training
9959,is,O,86,6,training
9960,provided,O,86,6,training
9961,an,O,86,6,training
9962,optical,O,86,6,training
9963,remote,O,86,6,training
9964,sensing,O,86,6,training
9965,system,O,86,6,training
9966,including,O,86,6,training
9967,:,O,86,6,training
9968,an,O,86,6,training
9969,emission,O,86,6,training
9970,channel,O,86,6,training
9971,mount,O,86,7,training
9972,having,O,86,7,training
9973,mounted,O,86,7,training
9974,thereto,O,86,7,training
9975,input,O,86,7,training
9976,ends,O,86,7,training
9977,of,O,86,7,training
9978,an,O,86,7,training
9979,array,O,86,7,training
9980,of,O,86,7,training
9981,emission,O,86,7,training
9982,fiber,O,86,7,training
9983,channels,O,86,7,training
9984,",",O,86,7,training
9985,a,O,86,7,training
9986,beam,B-HARDWARE,86,7,training
9987,steering,I-HARDWARE,86,7,training
9988,device,I-HARDWARE,86,7,training
9989,configured,O,86,7,training
9990,to,O,86,7,training
9991,scan,B-FUNCIONALIDADE,86,7,training
9992,a,I-FUNCIONALIDADE,86,7,training
9993,light,I-FUNCIONALIDADE,86,7,training
9994,beam,I-FUNCIONALIDADE,86,7,training
9995,from,O,86,7,training
9996,a,O,86,7,training
9997,light,O,86,7,training
9998,source,O,86,7,training
9999,across,O,86,7,training
10000,the,O,86,7,training
10001,input,O,86,7,training
10002,ends,O,86,7,training
10003,of,O,86,7,training
10004,the,O,86,7,training
10005,array,O,86,7,training
10006,of,O,86,7,training
10007,emission,O,86,7,training
10008,fiber,O,86,7,training
10009,channels,O,86,7,training
10010,",",O,86,7,training
10011,a,O,86,7,training
10012,plurality,O,86,7,training
10013,of,O,86,7,training
10014,sensor,B-HARDWARE,86,7,training
10015,portions,I-HARDWARE,86,7,training
10016,",",O,86,7,training
10017,each,O,86,7,training
10018,sensor,B-HARDWARE,86,7,training
10019,portion,I-HARDWARE,86,7,training
10020,configured,O,86,7,training
10021,to,O,86,7,training
10022,be,O,86,7,training
10023,exposed,O,86,7,training
10024,to,O,86,7,training
10025,a,O,86,7,training
10026,corresponding,O,86,7,training
10027,scene,O,86,7,training
10028,and,O,86,7,training
10029,having,O,86,7,training
10030,connected,O,86,7,training
10031,thereto,O,86,7,training
10032,:,O,86,7,training
10033,an,O,86,7,training
10034,output,O,86,7,training
10035,end,O,86,7,training
10036,of,O,86,7,training
10037,a,O,86,7,training
10038,corresponding,O,86,7,training
10039,emission,O,86,7,training
10040,fiber,O,86,7,training
10041,channel,O,86,7,training
10042,of,O,86,7,training
10043,the,O,86,7,training
10044,array,O,86,7,training
10045,of,O,86,7,training
10046,emission,O,86,7,training
10047,fiber,O,86,7,training
10048,channels,O,86,7,training
10049,",",O,86,7,training
10050,and,O,86,7,training
10051,an,O,86,7,training
10052,input,O,86,7,training
10053,end,O,86,7,training
10054,of,O,86,7,training
10055,a,O,86,7,training
10056,corresponding,O,86,7,training
10057,first,O,86,7,training
10058,collection,O,86,7,training
10059,fiber,O,86,7,training
10060,channel,O,86,7,training
10061,of,O,86,7,training
10062,an,O,86,7,training
10063,array,O,86,7,training
10064,of,O,86,7,training
10065,first,O,86,7,training
10066,collection,O,86,7,training
10067,fiber,O,86,7,training
10068,channels,O,86,7,training
10069,",",O,86,7,training
10070,a,O,86,7,training
10071,first,O,86,7,training
10072,photodetector,B-HARDWARE,86,7,training
10073,arranged,O,86,7,training
10074,to,O,86,7,training
10075,detect,B-FUNCIONALIDADE,86,7,training
10076,the,I-FUNCIONALIDADE,86,7,training
10077,backscattered,I-FUNCIONALIDADE,86,7,training
10078,light,I-FUNCIONALIDADE,86,7,training
10079,beams,I-FUNCIONALIDADE,86,7,training
10080,that,O,86,7,training
10081,propagated,O,86,7,training
10082,through,O,86,7,training
10083,the,O,86,7,training
10084,array,O,86,7,training
10085,of,O,86,7,training
10086,first,O,86,7,training
10087,collection,O,86,7,training
10088,fiber,O,86,7,training
10089,channels,O,86,7,training
10090,for,O,86,7,training
10091,sensing,O,86,7,training
10092,a,O,86,7,training
10093,property,O,86,7,training
10094,with,O,86,7,training
10095,respect,O,86,7,training
10096,to,O,86,7,training
10097,the,O,86,7,training
10098,corresponding,O,86,7,training
10099,scenes,O,86,7,training
10100,associated,O,86,7,training
10101,with,O,86,7,training
10102,the,O,86,7,training
10103,plurality,O,86,7,training
10104,of,O,86,7,training
10105,sensor,B-HARDWARE,86,7,training
10106,portions,I-HARDWARE,86,7,training
10107,",",O,86,7,training
10108,and,O,86,7,training
10109,a,O,86,7,training
10110,fiber,O,86,7,training
10111,channel,O,86,7,training
10112,hub,O,86,7,training
10113,configured,O,86,7,training
10114,for,O,86,7,training
10115,the,O,86,7,training
10116,array,O,86,7,training
10117,of,O,86,7,training
10118,emission,O,86,7,training
10119,fiber,O,86,7,training
10120,channels,O,86,7,training
10121,and,O,86,7,training
10122,the,O,86,7,training
10123,array,O,86,7,training
10124,of,O,86,7,training
10125,first,O,86,7,training
10126,collection,O,86,7,training
10127,fiber,O,86,7,training
10128,channels,O,86,7,training
10129,to,O,86,7,training
10130,pass,O,86,7,training
10131,through,O,86,7,training
10132,.,O,86,7,training
10133,There,O,86,7,training
10134,are,O,86,7,training
10135,also,O,86,7,training
10136,provided,O,86,7,training
10137,corresponding,O,86,7,training
10138,methods,O,86,7,training
10139,of,O,86,7,training
10140,optical,O,86,7,training
10141,remote,O,86,7,training
10142,sensing,O,86,7,training
10143,and,O,86,7,training
10144,a,O,86,7,training
10145,corresponding,O,86,7,training
10146,method,O,86,7,training
10147,of,O,86,7,training
10148,forming,O,86,7,training
10149,the,O,86,7,training
10150,optical,O,86,7,training
10151,remote,O,86,7,training
10152,sensing,O,86,7,training
10153,system,O,86,7,training
10154,.,O,86,7,training
10155,A,O,87,7,training
10156,first,O,87,7,training
10157,application,B-PESSOA,87,7,training
10158,client,I-PESSOA,87,7,training
10159,on,O,87,7,training
10160,a,O,87,7,training
10161,first,O,87,7,training
10162,UE,O,87,7,training
10163,served,O,87,7,training
10164,by,O,87,7,training
10165,a,O,87,7,training
10166,first,O,87,7,training
10167,RAN,B-COMUNICAÇÃO,87,7,training
10168,node,I-COMUNICAÇÃO,87,7,training
10169,",",O,87,7,training
10170,and,O,87,7,training
10171,a,O,87,7,training
10172,second,O,87,7,training
10173,application,B-PESSOA,87,7,training
10174,client,I-PESSOA,87,7,training
10175,on,O,87,7,training
10176,a,O,87,7,training
10177,second,O,87,7,training
10178,UE,O,87,7,training
10179,served,O,87,7,training
10180,by,O,87,7,training
10181,a,O,87,7,training
10182,second,O,87,7,training
10183,RAN,B-COMUNICAÇÃO,87,7,training
10184,node,I-COMUNICAÇÃO,87,7,training
10185,connect,O,87,7,training
10186,to,O,87,7,training
10187,a,O,87,7,training
10188,specific,O,87,7,training
10189,application,B-SOFTWARE,87,7,training
10190,server,I-SOFTWARE,87,7,training
10191,.,O,87,7,training
10192,The,O,87,7,training
10193,application,B-SOFTWARE,87,7,training
10194,server,I-SOFTWARE,87,7,training
10195,requests,O,87,7,training
10196,to,O,87,7,training
10197,establish,O,87,7,training
10198,a,O,87,7,training
10199,connection,O,87,7,training
10200,between,O,87,7,training
10201,the,O,87,7,training
10202,two,O,87,7,training
10203,application,B-PESSOA,87,7,training
10204,clients,I-PESSOA,87,7,training
10205,.,I-PESSOA,87,7,training
10206,The,O,87,7,training
10207,first,O,87,7,training
10208,RAN,B-COMUNICAÇÃO,87,7,training
10209,node,I-COMUNICAÇÃO,87,7,training
10210,identifies,O,87,7,training
10211,the,O,87,7,training
10212,second,O,87,7,training
10213,RAN,B-COMUNICAÇÃO,87,7,training
10214,node,I-COMUNICAÇÃO,87,7,training
10215,serving,O,87,7,training
10216,the,O,87,7,training
10217,second,O,87,7,training
10218,UE,O,87,7,training
10219,and,O,87,7,training
10220,a,O,87,7,training
10221,connection,O,87,7,training
10222,",",O,87,7,training
10223,contained,O,87,7,training
10224,to,O,87,7,training
10225,the,O,87,7,training
10226,RAN,B-COMUNICAÇÃO,87,7,training
10227,and,O,87,7,training
10228,passing,O,87,7,training
10229,through,O,87,7,training
10230,the,O,87,7,training
10231,first,O,87,7,training
10232,and,O,87,7,training
10233,the,O,87,7,training
10234,second,O,87,7,training
10235,RAN,B-COMUNICAÇÃO,87,7,training
10236,nodes,I-COMUNICAÇÃO,87,7,training
10237,",",O,87,7,training
10238,is,O,87,7,training
10239,established,O,87,7,training
10240,between,O,87,7,training
10241,the,O,87,7,training
10242,first,O,87,7,training
10243,UE,O,87,7,training
10244,and,O,87,7,training
10245,the,O,87,7,training
10246,second,O,87,7,training
10247,UE,O,87,7,training
10248,.,O,87,7,training
10249,Application,O,87,7,training
10250,user,O,87,7,training
10251,data,O,87,7,training
10252,is,O,87,7,training
10253,conveyed,O,87,7,training
10254,between,O,87,7,training
10255,the,O,87,7,training
10256,first,O,87,7,training
10257,application,O,87,7,training
10258,client,O,87,7,training
10259,on,O,87,7,training
10260,the,O,87,7,training
10261,first,O,87,7,training
10262,UE,O,87,7,training
10263,and,O,87,7,training
10264,the,O,87,7,training
10265,second,O,87,7,training
10266,application,B-PESSOA,87,7,training
10267,client,I-PESSOA,87,7,training
10268,on,O,87,7,training
10269,the,O,87,7,training
10270,second,O,87,7,training
10271,UE,O,87,7,training
10272,through,O,87,7,training
10273,the,O,87,7,training
10274,serving,O,87,7,training
10275,RAN,B-COMUNICAÇÃO,87,7,training
10276,nodes,I-COMUNICAÇÃO,87,7,training
10277,.,I-COMUNICAÇÃO,87,7,training
10278,At,O,87,7,training
10279,least,O,87,7,training
10280,one,O,87,7,training
10281,of,O,87,7,training
10282,the,O,87,7,training
10283,two,O,87,7,training
10284,UEs,O,87,7,training
10285,may,O,87,7,training
10286,use,O,87,7,training
10287,a,O,87,7,training
10288,radio,B-HARDWARE,87,7,training
10289,interface,I-HARDWARE,87,7,training
10290,not,O,87,7,training
10291,allowing,O,87,7,training
10292,wireless,B-COMUNICAÇÃO,87,7,training
10293,communication,I-COMUNICAÇÃO,87,7,training
10294,with,O,87,7,training
10295,another,O,87,7,training
10296,UE,O,87,7,training
10297,.,O,87,7,training
10298,The,O,87,7,training
10299,first,O,87,7,training
10300,and,O,87,7,training
10301,the,O,87,7,training
10302,second,O,87,7,training
10303,RAN,B-COMUNICAÇÃO,87,7,training
10304,nodes,I-COMUNICAÇÃO,87,7,training
10305,may,O,87,7,training
10306,be,O,87,7,training
10307,the,O,87,7,training
10308,same,O,87,7,training
10309,node,O,87,7,training
10310,.,O,87,7,training
10311,A,O,88,7,training
10312,battery,O,88,7,training
10313,apparatus,O,88,7,training
10314,",",O,88,7,training
10315,including,O,88,7,training
10316,a,O,88,7,training
10317,plurality,O,88,7,training
10318,of,O,88,7,training
10319,battery,O,88,7,training
10320,packs,O,88,7,training
10321,including,O,88,7,training
10322,a,O,88,7,training
10323,first,O,88,7,training
10324,battery,O,88,7,training
10325,pack,O,88,7,training
10326,and,O,88,7,training
10327,a,O,88,7,training
10328,second,O,88,7,training
10329,battery,O,88,7,training
10330,pack,O,88,7,training
10331,connected,O,88,7,training
10332,in,O,88,7,training
10333,parallel,O,88,7,training
10334,",",O,88,7,training
10335,a,O,88,7,training
10336,plurality,O,88,7,training
10337,of,O,88,7,training
10338,current,O,88,7,training
10339,sensors,O,88,7,training
10340,including,O,88,7,training
10341,a,O,88,7,training
10342,first,O,88,7,training
10343,current,O,88,7,training
10344,sensor,O,88,7,training
10345,measuring,O,88,7,training
10346,a,O,88,7,training
10347,current,O,88,7,training
10348,of,O,88,7,training
10349,a,O,88,7,training
10350,first,O,88,7,training
10351,battery,O,88,7,training
10352,pack,O,88,7,training
10353,",",O,88,7,training
10354,a,O,88,7,training
10355,second,O,88,7,training
10356,current,O,88,7,training
10357,sensor,O,88,7,training
10358,measuring,O,88,7,training
10359,a,O,88,7,training
10360,current,O,88,7,training
10361,of,O,88,7,training
10362,the,O,88,7,training
10363,second,O,88,7,training
10364,battery,O,88,7,training
10365,pack,O,88,7,training
10366,",",O,88,7,training
10367,and,O,88,7,training
10368,a,O,88,7,training
10369,processing,O,88,7,training
10370,circuitry,O,88,7,training
10371,diagnosing,O,88,7,training
10372,the,O,88,7,training
10373,first,O,88,7,training
10374,current,O,88,7,training
10375,sensor,O,88,7,training
10376,and,O,88,7,training
10377,the,O,88,7,training
10378,second,O,88,7,training
10379,current,O,88,7,training
10380,sensor,O,88,7,training
10381,based,O,88,7,training
10382,on,O,88,7,training
10383,a,O,88,7,training
10384,first,O,88,7,training
10385,ratio,O,88,7,training
10386,between,O,88,7,training
10387,a,O,88,7,training
10388,current,O,88,7,training
10389,of,O,88,7,training
10390,the,O,88,7,training
10391,first,O,88,7,training
10392,battery,O,88,7,training
10393,pack,O,88,7,training
10394,and,O,88,7,training
10395,a,O,88,7,training
10396,current,O,88,7,training
10397,of,O,88,7,training
10398,the,O,88,7,training
10399,second,O,88,7,training
10400,battery,O,88,7,training
10401,pack,O,88,7,training
10402,that,O,88,7,training
10403,are,O,88,7,training
10404,calculated,O,88,7,training
10405,based,O,88,7,training
10406,on,O,88,7,training
10407,resistances,O,88,7,training
10408,or,O,88,7,training
10409,capacities,O,88,7,training
10410,of,O,88,7,training
10411,the,O,88,7,training
10412,plurality,O,88,7,training
10413,of,O,88,7,training
10414,battery,O,88,7,training
10415,packs,O,88,7,training
10416,",",O,88,7,training
10417,and,O,88,7,training
10418,a,O,88,7,training
10419,second,O,88,7,training
10420,ratio,O,88,7,training
10421,between,O,88,7,training
10422,the,O,88,7,training
10423,current,O,88,7,training
10424,of,O,88,7,training
10425,the,O,88,7,training
10426,first,O,88,7,training
10427,battery,O,88,7,training
10428,pack,O,88,7,training
10429,and,O,88,7,training
10430,the,O,88,7,training
10431,current,O,88,7,training
10432,of,O,88,7,training
10433,the,O,88,7,training
10434,second,O,88,7,training
10435,battery,O,88,7,training
10436,pack,O,88,7,training
10437,that,O,88,7,training
10438,are,O,88,7,training
10439,measured,O,88,7,training
10440,by,O,88,7,training
10441,the,O,88,7,training
10442,plurality,O,88,7,training
10443,of,O,88,7,training
10444,current,O,88,7,training
10445,sensors,O,88,7,training
10446,.,O,88,7,training
10447,A,O,89,7,training
10448,temperature,O,89,7,training
10449,measuring,O,89,7,training
10450,apparatus,O,89,7,training
10451,for,O,89,7,training
10452,measuring,O,89,7,training
10453,a,O,89,7,training
10454,temperature,O,89,7,training
10455,of,O,89,7,training
10456,a,O,89,7,training
10457,battery,O,89,7,training
10458,pack,O,89,7,training
10459,is,O,89,7,training
10460,provided,O,89,7,training
10461,.,O,89,7,training
10462,A,O,89,7,training
10463,first,O,89,7,training
10464,resistor,O,89,7,training
10465,is,O,89,7,training
10466,connected,O,89,7,training
10467,between,O,89,7,training
10468,a,O,89,7,training
10469,first,O,89,7,training
10470,power,O,89,7,training
10471,supply,O,89,7,training
10472,and,O,89,7,training
10473,a,O,89,7,training
10474,first,O,89,7,training
10475,node,O,89,7,training
10476,",",O,89,7,training
10477,and,O,89,7,training
10478,a,O,89,7,training
10479,second,O,89,7,training
10480,resistor,O,89,7,training
10481,is,O,89,7,training
10482,connected,O,89,7,training
10483,between,O,89,7,training
10484,a,O,89,7,training
10485,second,O,89,7,training
10486,node,O,89,7,training
10487,and,O,89,7,training
10488,a,O,89,7,training
10489,second,O,89,7,training
10490,power,O,89,7,training
10491,supply,O,89,7,training
10492,.,O,89,7,training
10493,A,O,89,7,training
10494,temperature,O,89,7,training
10495,-,O,89,7,training
10496,variable,O,89,7,training
10497,resistive,O,89,7,training
10498,element,O,89,7,training
10499,whose,O,89,7,training
10500,resistance,O,89,7,training
10501,is,O,89,7,training
10502,varied,O,89,7,training
10503,depending,O,89,7,training
10504,on,O,89,7,training
10505,a,O,89,7,training
10506,temperature,O,89,7,training
10507,is,O,89,7,training
10508,connected,O,89,7,training
10509,to,O,89,7,training
10510,between,O,89,7,training
10511,the,O,89,7,training
10512,first,O,89,7,training
10513,node,O,89,7,training
10514,and,O,89,7,training
10515,the,O,89,7,training
10516,second,O,89,7,training
10517,node,O,89,7,training
10518,.,O,89,7,training
10519,A,O,89,7,training
10520,processor,O,89,7,training
10521,measures,O,89,7,training
10522,the,O,89,7,training
10523,temperature,O,89,7,training
10524,of,O,89,7,training
10525,the,O,89,7,training
10526,battery,O,89,7,training
10527,pack,O,89,7,training
10528,based,O,89,7,training
10529,on,O,89,7,training
10530,at,O,89,7,training
10531,least,O,89,7,training
10532,one,O,89,7,training
10533,of,O,89,7,training
10534,a,O,89,7,training
10535,first,O,89,7,training
10536,temperature,O,89,7,training
10537,measured,O,89,7,training
10538,based,O,89,7,training
10539,on,O,89,7,training
10540,a,O,89,7,training
10541,voltage,O,89,7,training
10542,of,O,89,7,training
10543,the,O,89,7,training
10544,first,O,89,7,training
10545,node,O,89,7,training
10546,and,O,89,7,training
10547,a,O,89,7,training
10548,second,O,89,7,training
10549,temperature,O,89,7,training
10550,measured,O,89,7,training
10551,based,O,89,7,training
10552,on,O,89,7,training
10553,a,O,89,7,training
10554,voltage,O,89,7,training
10555,of,O,89,7,training
10556,the,O,89,7,training
10557,second,O,89,7,training
10558,node,O,89,7,training
10559,.,O,89,7,training
10560,A,O,90,7,training
10561,method,O,90,7,training
10562,for,O,90,7,training
10563,supporting,B-FUNCIONALIDADE,90,7,training
10564,autonomous,I-FUNCIONALIDADE,90,7,training
10565,driving,I-FUNCIONALIDADE,90,7,training
10566,of,O,90,7,training
10567,an,O,90,7,training
10568,autonomous,B-HARDWARE,90,7,training
10569,vehicle,I-HARDWARE,90,7,training
10570,includes,O,90,7,training
10571,detecting,O,90,7,training
10572,",",O,90,7,training
10573,by,O,90,7,training
10574,an,O,90,7,training
10575,in,B-COMUNICAÇÃO,90,7,training
10576,-,I-COMUNICAÇÃO,90,7,training
10577,vehicle,I-COMUNICAÇÃO,90,7,training
10578,internet,I-COMUNICAÇÃO,90,7,training
10579,-,I-COMUNICAÇÃO,90,7,training
10580,of,I-COMUNICAÇÃO,90,7,training
10581,-,I-COMUNICAÇÃO,90,7,training
10582,things,I-COMUNICAÇÃO,90,7,training
10583,(,I-COMUNICAÇÃO,90,7,training
10584,IoT,I-COMUNICAÇÃO,90,7,training
10585,),I-COMUNICAÇÃO,90,7,training
10586,platform,I-COMUNICAÇÃO,90,7,training
10587,of,O,90,7,training
10588,the,O,90,7,training
10589,autonomous,B-HARDWARE,90,7,training
10590,vehicle,I-HARDWARE,90,7,training
10591,",",O,90,7,training
10592,a,O,90,7,training
10593,vulnerable,B-PESSOA,90,7,training
10594,road,I-PESSOA,90,7,training
10595,user,I-PESSOA,90,7,training
10596,(,O,90,7,training
10597,VRU,O,90,7,training
10598,),O,90,7,training
10599,having,O,90,7,training
10600,a,O,90,7,training
10601,mobile,B-HARDWARE,90,7,training
10602,device,I-HARDWARE,90,7,training
10603,in,O,90,7,training
10604,a,O,90,7,training
10605,vicinity,O,90,7,training
10606,of,O,90,7,training
10607,the,O,90,7,training
10608,autonomous,B-HARDWARE,90,7,training
10609,vehicle,I-HARDWARE,90,7,training
10610,.,I-HARDWARE,90,7,training
10611,A,O,90,7,training
10612,mobility,B-SOFTWARE,90,7,training
10613,application,I-SOFTWARE,90,7,training
10614,runs,O,90,7,training
10615,on,O,90,7,training
10616,the,O,90,7,training
10617,mobile,B-HARDWARE,90,7,training
10618,device,I-HARDWARE,90,7,training
10619,of,O,90,7,training
10620,the,O,90,7,training
10621,VRU,O,90,7,training
10622,and,O,90,7,training
10623,sends,B-FUNCIONALIDADE,90,7,training
10624,VRU,I-FUNCIONALIDADE,90,7,training
10625,-,I-FUNCIONALIDADE,90,7,training
10626,specific,I-FUNCIONALIDADE,90,7,training
10627,data,I-FUNCIONALIDADE,90,7,training
10628,to,O,90,7,training
10629,the,O,90,7,training
10630,in,B-COMUNICAÇÃO,90,7,training
10631,-,I-COMUNICAÇÃO,90,7,training
10632,vehicle,I-COMUNICAÇÃO,90,7,training
10633,IoT,I-COMUNICAÇÃO,90,7,training
10634,platform,I-COMUNICAÇÃO,90,7,training
10635,of,O,90,7,training
10636,the,O,90,7,training
10637,autonomous,B-HARDWARE,90,7,training
10638,vehicle,I-HARDWARE,90,7,training
10639,.,I-HARDWARE,90,7,training
10640,The,O,90,7,training
10641,VRU,O,90,7,training
10642,is,O,90,7,training
10643,detected,O,90,7,training
10644,based,O,90,7,training
10645,on,O,90,7,training
10646,the,O,90,7,training
10647,VRU,O,90,7,training
10648,-,O,90,7,training
10649,specific,O,90,7,training
10650,data,O,90,7,training
10651,and,O,90,7,training
10652,/,O,90,7,training
10653,or,O,90,7,training
10654,in,O,90,7,training
10655,-,O,90,7,training
10656,vehicle,O,90,7,training
10657,sensor,O,90,7,training
10658,data,O,90,7,training
10659,of,O,90,7,training
10660,the,O,90,7,training
10661,autonomous,B-HARDWARE,90,7,training
10662,vehicle,I-HARDWARE,90,7,training
10663,.,I-HARDWARE,90,7,training
10664,The,O,90,7,training
10665,method,O,90,7,training
10666,further,O,90,7,training
10667,includes,O,90,7,training
