item,token,tag,sentence,patent,partition,trainingTest
5695,social,O,4,47,4,training
5696,community,O,4,47,4,training
5697,to,O,4,47,4,training
5698,the,O,4,47,4,training
5699,selected,O,4,47,4,training
5700,one,O,4,47,4,training
5701,or,O,4,47,4,training
5702,more,O,4,47,4,training
5703,moving,O,4,47,4,training
5704,subscribers,O,4,47,4,training
5705,/,O,4,47,4,training
5706,nodes,O,4,47,4,training
5707,.,O,4,47,4,training
5708,The,O,5,47,4,training
5709,delay,O,5,47,4,training
5710,-,O,5,47,4,training
5711,tolerant,O,5,47,4,training
5712,communication,O,5,47,4,training
5713,message,O,5,47,4,training
5714,is,O,5,47,4,training
5715,then,O,5,47,4,training
5716,relayed,O,5,47,4,training
5717,/,O,5,47,4,training
5718,forwarded,O,5,47,4,training
5719,to,O,5,47,4,training
5720,the,O,5,47,4,training
5721,destination,O,5,47,4,training
5722,device,O,5,47,4,training
5723,via,O,5,47,4,training
5724,the,O,5,47,4,training
5725,one,O,5,47,4,training
5726,or,O,5,47,4,training
5727,more,O,5,47,4,training
5728,moving,O,5,47,4,training
5729,subscribers,O,5,47,4,training
5730,/,O,5,47,4,training
5731,nodes,O,5,47,4,training
5732,either,O,5,47,4,training
5733,directly,O,5,47,4,training
5734,or,O,5,47,4,training
5735,via,O,5,47,4,training
5736,hand,O,5,47,4,training
5737,-,O,5,47,4,training
5738,off,O,5,47,4,training
5739,from,O,5,47,4,training
5740,one,O,5,47,4,training
5741,moving,O,5,47,4,training
5742,subscriber,O,5,47,4,training
5743,/,O,5,47,4,training
5744,node,O,5,47,4,training
5745,to,O,5,47,4,training
5746,another,O,5,47,4,training
5747,moving,O,5,47,4,training
5748,subscriber,O,5,47,4,training
5749,/,O,5,47,4,training
5750,node,O,5,47,4,training
5751,.,O,5,47,4,training
5752,A,O,1,48,4,training
5753,personal,B-HARDWARE,1,48,4,training
5754,mobility,I-HARDWARE,1,48,4,training
5755,includes,O,1,48,4,training
5756,a,O,1,48,4,training
5757,recognizer,B-HARDWARE,1,48,4,training
5758,configured,O,1,48,4,training
5759,to,O,1,48,4,training
5760,recognize,B-FUNCIONALIDADE,1,48,4,training
5761,a,I-FUNCIONALIDADE,1,48,4,training
5762,surrounding,I-FUNCIONALIDADE,1,48,4,training
5763,situation,I-FUNCIONALIDADE,1,48,4,training
5764,",",O,1,48,4,training
5765,a,O,1,48,4,training
5766,transceiver,B-HARDWARE,1,48,4,training
5767,configured,O,1,48,4,training
5768,to,O,1,48,4,training
5769,communicate,B-FUNCIONALIDADE,1,48,4,training
5770,with,I-FUNCIONALIDADE,1,48,4,training
5771,a,I-FUNCIONALIDADE,1,48,4,training
5772,wearable,I-FUNCIONALIDADE,1,48,4,training
5773,electronic,I-FUNCIONALIDADE,1,48,4,training
5774,device,I-FUNCIONALIDADE,1,48,4,training
5775,",",O,1,48,4,training
5776,and,O,1,48,4,training
5777,a,O,1,48,4,training
5778,controller,B-HARDWARE,1,48,4,training
5779,configured,O,1,48,4,training
5780,to,O,1,48,4,training
5781,recognize,B-FUNCIONALIDADE,1,48,4,training
5782,the,I-FUNCIONALIDADE,1,48,4,training
5783,surrounding,I-FUNCIONALIDADE,1,48,4,training
5784,situation,I-FUNCIONALIDADE,1,48,4,training
5785,when,O,1,48,4,training
5786,receiving,O,1,48,4,training
5787,a,O,1,48,4,training
5788,user,O,1,48,4,training
5789,',O,1,48,4,training
5790,s,O,1,48,4,training
5791,gesture,O,1,48,4,training
5792,information,O,1,48,4,training
5793,through,O,1,48,4,training
5794,the,O,1,48,4,training
5795,transceiver,B-HARDWARE,1,48,4,training
5796,",",O,1,48,4,training
5797,generate,B-FUNCIONALIDADE,1,48,4,training
5798,first,I-FUNCIONALIDADE,1,48,4,training
5799,hand,I-FUNCIONALIDADE,1,48,4,training
5800,signal,I-FUNCIONALIDADE,1,48,4,training
5801,information,I-FUNCIONALIDADE,1,48,4,training
5802,based,O,1,48,4,training
5803,on,O,1,48,4,training
5804,the,O,1,48,4,training
5805,recognized,O,1,48,4,training
5806,surrounding,O,1,48,4,training
5807,situation,O,1,48,4,training
5808,",",O,1,48,4,training
5809,recognize,B-FUNCIONALIDADE,1,48,4,training
5810,a,I-FUNCIONALIDADE,1,48,4,training
5811,changed,I-FUNCIONALIDADE,1,48,4,training
5812,surrounding,I-FUNCIONALIDADE,1,48,4,training
5813,situation,I-FUNCIONALIDADE,1,48,4,training
5814,in,O,1,48,4,training
5815,response,O,1,48,4,training
5816,to,O,1,48,4,training
5817,the,O,1,48,4,training
5818,first,O,1,48,4,training
5819,hand,O,1,48,4,training
5820,signal,O,1,48,4,training
5821,information,O,1,48,4,training
5822,",",O,1,48,4,training
5823,and,O,1,48,4,training
5824,generate,B-FUNCIONALIDADE,1,48,4,training
5825,second,I-FUNCIONALIDADE,1,48,4,training
5826,hand,I-FUNCIONALIDADE,1,48,4,training
5827,signal,I-FUNCIONALIDADE,1,48,4,training
5828,information,I-FUNCIONALIDADE,1,48,4,training
5829,based,O,1,48,4,training
5830,on,O,1,48,4,training
5831,the,O,1,48,4,training
5832,changed,O,1,48,4,training
5833,surrounding,O,1,48,4,training
5834,situation,O,1,48,4,training
5835,.,O,1,48,4,training
5836,In,O,1,49,4,training
5837,general,O,1,49,4,training
5838,",",O,1,49,4,training
5839,systems,O,1,49,4,training
5840,and,O,1,49,4,training
5841,methods,O,1,49,4,training
5842,for,O,1,49,4,training
5843,patient,O,1,49,4,training
5844,monitoring,O,1,49,4,training
5845,using,O,1,49,4,training
5846,drug,B-HARDWARE,1,49,4,training
5847,administration,I-HARDWARE,1,49,4,training
5848,devices,I-HARDWARE,1,49,4,training
5849,are,O,1,49,4,training
5850,provided,O,1,49,4,training
5851,.,O,1,49,4,training
5852,Devices,O,1,50,5,training
5853,",",O,1,50,5,training
5854,system,O,1,50,5,training
5855,",",O,1,50,5,training
5856,and,O,1,50,5,training
5857,method,O,1,50,5,training
5858,of,O,1,50,5,training
5859,vehicular,B-COMUNICA플O,1,50,5,training
5860,multiple,I-COMUNICA플O,1,50,5,training
5861,-,I-COMUNICA플O,1,50,5,training
5862,link,I-COMUNICA플O,1,50,5,training
5863,wireless,I-COMUNICA플O,1,50,5,training
5864,communication,I-COMUNICA플O,1,50,5,training
5865,.,O,1,50,5,training
5866,A,O,2,50,5,training
5867,vehicular,B-HARDWARE,2,50,5,training
5868,communication,I-HARDWARE,2,50,5,training
5869,bonding,I-HARDWARE,2,50,5,training
5870,unit,I-HARDWARE,2,50,5,training
5871,creates,B-FUNCIONALIDADE,2,50,5,training
5872,a,I-FUNCIONALIDADE,2,50,5,training
5873,bonded,I-FUNCIONALIDADE,2,50,5,training
5874,wireless,I-FUNCIONALIDADE,2,50,5,training
5875,communication,I-FUNCIONALIDADE,2,50,5,training
5876,connection,O,2,50,5,training
5877,that,O,2,50,5,training
5878,transports,B-FUNCIONALIDADE,2,50,5,training
5879,data,I-FUNCIONALIDADE,2,50,5,training
5880,-,I-FUNCIONALIDADE,2,50,5,training
5881,packets,I-FUNCIONALIDADE,2,50,5,training
5882,of,O,2,50,5,training
5883,a,O,2,50,5,training
5884,source,O,2,50,5,training
5885,data,O,2,50,5,training
5886,-,O,2,50,5,training
5887,stream,O,2,50,5,training
5888,from,O,2,50,5,training
5889,a,O,2,50,5,training
5890,remote,B-SOFTWARE,2,50,5,training
5891,server,I-SOFTWARE,2,50,5,training
5892,to,O,2,50,5,training
5893,a,O,2,50,5,training
5894,vehicular,B-HARDWARE,2,50,5,training
5895,transceiver,I-HARDWARE,2,50,5,training
5896,",",O,2,50,5,training
5897,by,O,2,50,5,training
5898,transporting,B-FUNCIONALIDADE,2,50,5,training
5899,the,I-FUNCIONALIDADE,2,50,5,training
5900,data,I-FUNCIONALIDADE,2,50,5,training
5901,-,I-FUNCIONALIDADE,2,50,5,training
5902,packets,I-FUNCIONALIDADE,2,50,5,training
5903,over,O,2,50,5,training
5904,at,O,2,50,5,training
5905,least,O,2,50,5,training
5906,two,O,2,50,5,training
5907,wireless,B-COMUNICA플O,2,50,5,training
5908,communication,I-COMUNICA플O,2,50,5,training
5909,links,I-COMUNICA플O,2,50,5,training
5910,.,O,2,50,5,training
5911,The,O,3,50,5,training
5912,vehicular,B-HARDWARE,3,50,5,training
5913,communication,I-HARDWARE,3,50,5,training
5914,bonding,I-HARDWARE,3,50,5,training
5915,unit,I-HARDWARE,3,50,5,training
5916,utilizes,O,3,50,5,training
5917,a,O,3,50,5,training
5918,vehicular,B-HARDWARE,3,50,5,training
5919,cellular,I-HARDWARE,3,50,5,training
5920,transceiver,I-HARDWARE,3,50,5,training
5921,to,O,3,50,5,training
5922,receive,B-FUNCIONALIDADE,3,50,5,training
5923,a,I-FUNCIONALIDADE,3,50,5,training
5924,first,I-FUNCIONALIDADE,3,50,5,training
5925,batch,I-FUNCIONALIDADE,3,50,5,training
5926,of,I-FUNCIONALIDADE,3,50,5,training
5927,the,I-FUNCIONALIDADE,3,50,5,training
5928,data,I-FUNCIONALIDADE,3,50,5,training
5929,-,I-FUNCIONALIDADE,3,50,5,training
5930,packets,I-FUNCIONALIDADE,3,50,5,training
5931,over,O,3,50,5,training
5932,a,O,3,50,5,training
5933,first,O,3,50,5,training
5934,cellular,B-COMUNICA플O,3,50,5,training
5935,communication,I-COMUNICA플O,3,50,5,training
5936,link,I-COMUNICA플O,3,50,5,training
5937,that,O,3,50,5,training
5938,connects,O,3,50,5,training
5939,between,O,3,50,5,training
5940,the,O,3,50,5,training
5941,vehicular,B-HARDWARE,3,50,5,training
5942,cellular,I-HARDWARE,3,50,5,training
5943,transceiver,I-HARDWARE,3,50,5,training
5944,and,O,3,50,5,training
5945,the,O,3,50,5,training
5946,remote,B-SOFTWARE,3,50,5,training
5947,server,I-SOFTWARE,3,50,5,training
5948,.,O,3,50,5,training
5949,The,O,4,50,5,training
5950,vehicular,B-HARDWARE,4,50,5,training
5951,communication,I-HARDWARE,4,50,5,training
5952,bonding,I-HARDWARE,4,50,5,training
5953,unit,I-HARDWARE,4,50,5,training
5954,further,O,4,50,5,training
5955,utilizes,O,4,50,5,training
5956,least,O,4,50,5,training
5957,one,O,4,50,5,training
5958,end,O,4,50,5,training
5959,-,O,4,50,5,training
5960,user,O,4,50,5,training
5961,device,O,4,50,5,training
5962,",",O,4,50,5,training
5963,of,O,4,50,5,training
5964,an,O,4,50,5,training
5965,occupant,B-PESSOA,4,50,5,training
5966,of,I-PESSOA,4,50,5,training
5967,a,I-PESSOA,4,50,5,training
5968,vehicle,I-PESSOA,4,50,5,training
5969,",",O,4,50,5,training
5970,to,O,4,50,5,training
5971,receive,B-FUNCIONALIDADE,4,50,5,training
5972,a,I-FUNCIONALIDADE,4,50,5,training
5973,second,I-FUNCIONALIDADE,4,50,5,training
5974,batch,I-FUNCIONALIDADE,4,50,5,training
5975,of,I-FUNCIONALIDADE,4,50,5,training
5976,the,I-FUNCIONALIDADE,4,50,5,training
5977,data,I-FUNCIONALIDADE,4,50,5,training
5978,-,I-FUNCIONALIDADE,4,50,5,training
5979,packets,I-FUNCIONALIDADE,4,50,5,training
5980,of,O,4,50,5,training
5981,the,O,4,50,5,training
5982,particular,O,4,50,5,training
5983,data,O,4,50,5,training
5984,-,O,4,50,5,training
5985,stream,O,4,50,5,training
5986,",",O,4,50,5,training
5987,over,O,4,50,5,training
5988,a,O,4,50,5,training
5989,second,O,4,50,5,training
5990,cellular,B-COMUNICA플O,4,50,5,training
5991,communication,I-COMUNICA플O,4,50,5,training
5992,link,I-COMUNICA플O,4,50,5,training
5993,that,O,4,50,5,training
5994,connects,O,4,50,5,training
5995,between,O,4,50,5,training
5996,the,O,4,50,5,training
5997,end,O,4,50,5,training
5998,-,O,4,50,5,training
5999,user,O,4,50,5,training
6000,device,O,4,50,5,training
6001,and,O,4,50,5,training
6002,the,O,4,50,5,training
6003,remote,B-SOFTWARE,4,50,5,training
6004,server,I-SOFTWARE,4,50,5,training
6005,.,O,4,50,5,training
6006,Provided,O,1,51,5,training
6007,is,O,1,51,5,training
6008,a,O,1,51,5,training
6009,smart,B-SOFTWARE,1,51,5,training
6010,mobility,I-SOFTWARE,1,51,5,training
6011,link,I-SOFTWARE,1,51,5,training
6012,system,I-SOFTWARE,1,51,5,training
6013,which,O,1,51,5,training
6014,provides,B-FUNCIONALIDADE,1,51,5,training
6015,a,I-FUNCIONALIDADE,1,51,5,training
6016,travel,I-FUNCIONALIDADE,1,51,5,training
6017,path,I-FUNCIONALIDADE,1,51,5,training
6018,through,O,1,51,5,training
6019,a,O,1,51,5,training
6020,vehicle,B-HARDWARE,1,51,5,training
6021,terminal,I-HARDWARE,1,51,5,training
6022,installed,O,1,51,5,training
6023,in,O,1,51,5,training
6024,a,O,1,51,5,training
6025,vehicle,O,1,51,5,training
6026,up,O,1,51,5,training
6027,to,O,1,51,5,training
6028,a,O,1,51,5,training
6029,location,O,1,51,5,training
6030,at,O,1,51,5,training
6031,which,O,1,51,5,training
6032,parking,O,1,51,5,training
6033,is,O,1,51,5,training
6034,allowed,O,1,51,5,training
6035,",",O,1,51,5,training
6036,and,O,1,51,5,training
6037,mobility,O,1,51,5,training
6038,is,O,1,51,5,training
6039,relayed,O,1,51,5,training
6040,to,O,1,51,5,training
6041,a,O,1,51,5,training
6042,vehicle,B-HARDWARE,1,51,5,training
6043,-,I-HARDWARE,1,51,5,training
6044,carried,I-HARDWARE,1,51,5,training
6045,moving,I-HARDWARE,1,51,5,training
6046,object,I-HARDWARE,1,51,5,training
6047,terminal,I-HARDWARE,1,51,5,training
6048,which,O,1,51,5,training
6049,is,O,1,51,5,training
6050,installed,O,1,51,5,training
6051,in,O,1,51,5,training
6052,a,O,1,51,5,training
6053,vehicle,O,1,51,5,training
6054,-,O,1,51,5,training
6055,carried,O,1,51,5,training
6056,moving,O,1,51,5,training
6057,object,O,1,51,5,training
6058,over,O,1,51,5,training
6059,a,O,1,51,5,training
6060,remaining,O,1,51,5,training
6061,distance,O,1,51,5,training
6062,so,O,1,51,5,training
6063,that,O,1,51,5,training
6064,the,O,1,51,5,training
6065,travel,O,1,51,5,training
6066,path,O,1,51,5,training
6067,can,O,1,51,5,training
6068,be,O,1,51,5,training
6069,continuously,O,1,51,5,training
6070,provided,O,1,51,5,training
6071,.,O,1,51,5,training
6072,Accordingly,O,2,51,5,training
6073,",",O,2,51,5,training
6074,a,O,2,51,5,training
6075,user,B-PESSOA,2,51,5,training
6076,can,O,2,51,5,training
6077,be,O,2,51,5,training
6078,guided,O,2,51,5,training
6079,through,O,2,51,5,training
6080,a,O,2,51,5,training
6081,travel,O,2,51,5,training
6082,path,O,2,51,5,training
6083,even,O,2,51,5,training
6084,in,O,2,51,5,training
6085,an,O,2,51,5,training
6086,area,O,2,51,5,training
6087,in,O,2,51,5,training
6088,which,O,2,51,5,training
6089,vehicle,O,2,51,5,training
6090,travel,O,2,51,5,training
6091,is,O,2,51,5,training
6092,not,O,2,51,5,training
6093,possible,O,2,51,5,training
6094,without,O,2,51,5,training
6095,additional,O,2,51,5,training
6096,manipulation,O,2,51,5,training
6097,of,O,2,51,5,training
6098,the,O,2,51,5,training
6099,user,B-PESSOA,2,51,5,training
6100,.,O,2,51,5,training
6101,A,O,1,52,5,training
6102,system,O,1,52,5,training
6103,",",O,1,52,5,training
6104,apparatus,O,1,52,5,training
6105,and,O,1,52,5,training
6106,method,O,1,52,5,training
6107,of,O,1,52,5,training
6108,embedded,O,1,52,5,training
6109,ego,O,1,52,5,training
6110,vehicle,B-HARDWARE,1,52,5,training
6111,speed,I-HARDWARE,1,52,5,training
6112,estimation,I-HARDWARE,1,52,5,training
6113,apparatus,I-HARDWARE,1,52,5,training
6114,",",O,1,52,5,training
6115,including,O,1,52,5,training
6116,a,O,1,52,5,training
6117,car,B-HARDWARE,1,52,5,training
6118,-,I-HARDWARE,1,52,5,training
6119,mounted,I-HARDWARE,1,52,5,training
6120,monocular,I-HARDWARE,1,52,5,training
6121,camera,I-HARDWARE,1,52,5,training
6122,for,O,1,52,5,training
6123,capturing,B-FUNCIONALIDADE,1,52,5,training
6124,a,I-FUNCIONALIDADE,1,52,5,training
6125,sequence,I-FUNCIONALIDADE,1,52,5,training
6126,of,O,1,52,5,training
6127,video,O,1,52,5,training
6128,frames,O,1,52,5,training
6129,of,O,1,52,5,training
6130,an,O,1,52,5,training
6131,outdoor,O,1,52,5,training
6132,scene,O,1,52,5,training
6133,from,O,1,52,5,training
6134,a,O,1,52,5,training
6135,moving,O,1,52,5,training
6136,car,O,1,52,5,training
6137,",",O,1,52,5,training
6138,where,O,1,52,5,training
6139,the,O,1,52,5,training
6140,outdoor,O,1,52,5,training
6141,scene,O,1,52,5,training
6142,includes,O,1,52,5,training
6143,a,O,1,52,5,training
6144,road,O,1,52,5,training
6145,",",O,1,52,5,training
6146,as,O,1,52,5,training
6147,a,O,1,52,5,training
6148,camera,B-HARDWARE,1,52,5,training
6149,channel,I-HARDWARE,1,52,5,training
6150,",",O,1,52,5,training
6151,and,O,1,52,5,training
6152,processing,B-HARDWARE,1,52,5,training
6153,circuitry,I-HARDWARE,1,52,5,training
6154,.,O,1,52,5,training
6155,The,O,2,52,5,training
6156,processing,B-HARDWARE,2,52,5,training
6157,circuitry,I-HARDWARE,2,52,5,training
6158,is,O,2,52,5,training
6159,configured,O,2,52,5,training
6160,with,O,2,52,5,training
6161,a,O,2,52,5,training
6162,single,B-SOFTWARE,2,52,5,training
6163,-,I-SOFTWARE,2,52,5,training
6164,shot,I-SOFTWARE,2,52,5,training
6165,network,I-SOFTWARE,2,52,5,training
6166,and,O,2,52,5,training
6167,a,O,2,52,5,training
6168,3D,B-SOFTWARE,2,52,5,training
6169,convolutional,I-SOFTWARE,2,52,5,training
6170,neural,I-SOFTWARE,2,52,5,training
6171,network,I-SOFTWARE,2,52,5,training
6172,(,O,2,52,5,training
6173,3D,O,2,52,5,training
6174,-,O,2,52,5,training
6175,CNN,O,2,52,5,training
6176,),O,2,52,5,training
6177,",",O,2,52,5,training
6178,the,O,2,52,5,training
6179,single,O,2,52,5,training
6180,-,O,2,52,5,training
6181,shot,O,2,52,5,training
6182,network,O,2,52,5,training
6183,segments,O,2,52,5,training
6184,features,O,2,52,5,training
6185,of,O,2,52,5,training
6186,the,O,2,52,5,training
6187,road,O,2,52,5,training
6188,in,O,2,52,5,training
6189,the,O,2,52,5,training
6190,video,O,2,52,5,training
6191,frame,O,2,52,5,training
6192,sequence,O,2,52,5,training
6193,and,O,2,52,5,training
6194,generates,B-FUNCIONALIDADE,2,52,5,training
6195,a,I-FUNCIONALIDADE,2,52,5,training
6196,masked,I-FUNCIONALIDADE,2,52,5,training
6197,-,I-FUNCIONALIDADE,2,52,5,training
6198,attention,I-FUNCIONALIDADE,2,52,5,training
6199,map,I-FUNCIONALIDADE,2,52,5,training
6200,for,O,2,52,5,training
6201,the,O,2,52,5,training
6202,segmented,O,2,52,5,training
6203,road,O,2,52,5,training
6204,features,O,2,52,5,training
6205,",",O,2,52,5,training
6206,a,O,2,52,5,training
6207,concatenation,B-HARDWARE,2,52,5,training
6208,circuit,I-HARDWARE,2,52,5,training
6209,concatenates,O,2,52,5,training
6210,the,O,2,52,5,training
6211,masked,B-SOFTWARE,2,52,5,training
6212,-,I-SOFTWARE,2,52,5,training
6213,attention,I-SOFTWARE,2,52,5,training
6214,map,I-SOFTWARE,2,52,5,training
6215,as,O,2,52,5,training
6216,an,O,2,52,5,training
6217,additional,O,2,52,5,training
6218,channel,O,2,52,5,training
6219,to,O,2,52,5,training
6220,the,O,2,52,5,training
6221,camera,B-HARDWARE,2,52,5,training
6222,channel,I-HARDWARE,2,52,5,training
6223,to,O,2,52,5,training
6224,generate,B-FUNCIONALIDADE,2,52,5,training
6225,a,I-FUNCIONALIDADE,2,52,5,training
6226,masked,I-FUNCIONALIDADE,2,52,5,training
6227,-,I-FUNCIONALIDADE,2,52,5,training
6228,attention,I-FUNCIONALIDADE,2,52,5,training
6229,input,I-FUNCIONALIDADE,2,52,5,training
6230,",",O,2,52,5,training
6231,and,O,2,52,5,training
6232,the,O,2,52,5,training
6233,3D,B-SOFTWARE,2,52,5,training
6234,-,I-SOFTWARE,2,52,5,training
6235,CNN,I-SOFTWARE,2,52,5,training
6236,network,I-SOFTWARE,2,52,5,training
6237,receives,B-FUNCIONALIDADE,2,52,5,training
6238,the,I-FUNCIONALIDADE,2,52,5,training
6239,masked,I-FUNCIONALIDADE,2,52,5,training
6240,-,I-FUNCIONALIDADE,2,52,5,training
6241,attention,I-FUNCIONALIDADE,2,52,5,training
6242,input,I-FUNCIONALIDADE,2,52,5,training
6243,and,O,2,52,5,training
6244,generates,B-FUNCIONALIDADE,2,52,5,training
6245,an,I-FUNCIONALIDADE,2,52,5,training
6246,estimated,I-FUNCIONALIDADE,2,52,5,training
6247,speed,I-FUNCIONALIDADE,2,52,5,training
6248,of,O,2,52,5,training
6249,the,O,2,52,5,training
6250,ego,O,2,52,5,training
6251,vehicle,O,2,52,5,training
6252,based,O,2,52,5,training
6253,on,O,2,52,5,training
6254,displacement,O,2,52,5,training
6255,of,O,2,52,5,training
6256,the,O,2,52,5,training
6257,segmented,O,2,52,5,training
6258,road,O,2,52,5,training
6259,features,O,2,52,5,training
6260,in,O,2,52,5,training
6261,the,O,2,52,5,training
6262,video,O,2,52,5,training
6263,sequences,O,2,52,5,training
6264,.,O,2,52,5,training
6265,Disclosed,O,1,53,5,training
6266,is,O,1,53,5,training
6267,vehicle,B-SOFTWARE,1,53,5,training
6268,movement,I-SOFTWARE,1,53,5,training
6269,prediction,I-SOFTWARE,1,53,5,training
6270,method,I-SOFTWARE,1,53,5,training
6271,and,O,1,53,5,training
6272,apparatus,O,1,53,5,training
6273,for,O,1,53,5,training
6274,identifying,B-FUNCIONALIDADE,1,53,5,training
6275,a,I-FUNCIONALIDADE,1,53,5,training
6276,type,I-FUNCIONALIDADE,1,53,5,training
6277,of,I-FUNCIONALIDADE,1,53,5,training
6278,a,I-FUNCIONALIDADE,1,53,5,training
6279,target,I-FUNCIONALIDADE,1,53,5,training
6280,vehicle,I-FUNCIONALIDADE,1,53,5,training
6281,traveling,I-FUNCIONALIDADE,1,53,5,training
6282,in,O,1,53,5,training
6283,a,O,1,53,5,training
6284,target,O,1,53,5,training
6285,lane,O,1,53,5,training
6286,on,O,1,53,5,training
6287,a,O,1,53,5,training
6288,road,O,1,53,5,training
6289,and,O,1,53,5,training
6290,generating,B-FUNCIONALIDADE,1,53,5,training
6291,movement,I-FUNCIONALIDADE,1,53,5,training
6292,prediction,I-FUNCIONALIDADE,1,53,5,training
6293,information,I-FUNCIONALIDADE,1,53,5,training
6294,to,O,1,53,5,training
6295,predict,B-FUNCIONALIDADE,1,53,5,training
6296,a,I-FUNCIONALIDADE,1,53,5,training
6297,movement,I-FUNCIONALIDADE,1,53,5,training
6298,of,I-FUNCIONALIDADE,1,53,5,training
6299,the,I-FUNCIONALIDADE,1,53,5,training
6300,target,I-FUNCIONALIDADE,1,53,5,training
6301,vehicle,I-FUNCIONALIDADE,1,53,5,training
6302,based,O,1,53,5,training
6303,on,O,1,53,5,training
6304,the,O,1,53,5,training
6305,type,O,1,53,5,training
6306,of,O,1,53,5,training
6307,the,O,1,53,5,training
6308,target,O,1,53,5,training
6309,vehicle,O,1,53,5,training
6310,",",O,1,53,5,training
6311,wherein,O,1,53,5,training
6312,the,O,1,53,5,training
6313,movement,O,1,53,5,training
6314,is,O,1,53,5,training
6315,associated,O,1,53,5,training
6316,with,O,1,53,5,training
6317,the,O,1,53,5,training
6318,target,O,1,53,5,training
6319,lane,O,1,53,5,training
6320,.,O,1,53,5,training
6321,A,O,1,54,5,training
6322,base,O,1,54,5,training
6323,module,O,1,54,5,training
6324,and,O,1,54,5,training
6325,an,O,1,54,5,training
6326,aviation,B-HARDWARE,1,54,5,training
6327,computer,I-HARDWARE,1,54,5,training
6328,system,I-HARDWARE,1,54,5,training
6329,having,O,1,54,5,training
6330,the,O,1,54,5,training
6331,base,O,1,54,5,training
6332,module,O,1,54,5,training
6333,includes,O,1,54,5,training
6334,a,O,1,54,5,training
6335,printed,B-HARDWARE,1,54,5,training
6336,circuit,I-HARDWARE,1,54,5,training
6337,board,I-HARDWARE,1,54,5,training
6338,",",O,1,54,5,training
6339,an,O,1,54,5,training
6340,integrated,B-HARDWARE,1,54,5,training
6341,power,I-HARDWARE,1,54,5,training
6342,supply,I-HARDWARE,1,54,5,training
6343,and,O,1,54,5,training
6344,communication,B-HARDWARE,1,54,5,training
6345,connector,I-HARDWARE,1,54,5,training
6346,",",O,1,54,5,training
6347,a,O,1,54,5,training
6348,SMARC,B-HARDWARE,1,54,5,training
6349,connector,I-HARDWARE,1,54,5,training
6350,",",O,1,54,5,training
6351,and,O,1,54,5,training
6352,an,O,1,54,5,training
6353,FMC,B-HARDWARE,1,54,5,training
6354,connector,I-HARDWARE,1,54,5,training
6355,.,O,1,54,5,training
6356,A,O,2,54,5,training
6357,power,B-HARDWARE,2,54,5,training
6358,supply,I-HARDWARE,2,54,5,training
6359,circuit,I-HARDWARE,2,54,5,training
6360,supplies,B-FUNCIONALIDADE,2,54,5,training
6361,the,I-FUNCIONALIDADE,2,54,5,training
6362,SMARC,I-FUNCIONALIDADE,2,54,5,training
6363,connector,I-FUNCIONALIDADE,2,54,5,training
6364,and,O,2,54,5,training
6365,the,O,2,54,5,training
6366,FMC,B-HARDWARE,2,54,5,training
6367,connector,I-HARDWARE,2,54,5,training
6368,with,O,2,54,5,training
6369,power,O,2,54,5,training
6370,from,O,2,54,5,training
6371,dedicated,O,2,54,5,training
6372,power,O,2,54,5,training
6373,supply,O,2,54,5,training
6374,contacts,O,2,54,5,training
6375,of,O,2,54,5,training
6376,the,O,2,54,5,training
6377,integrated,O,2,54,5,training
6378,power,O,2,54,5,training
6379,supply,O,2,54,5,training
6380,and,O,2,54,5,training
6381,communication,B-HARDWARE,2,54,5,training
6382,connector,I-HARDWARE,2,54,5,training
6383,",",O,2,54,5,training
6384,and,O,2,54,5,training
6385,a,O,2,54,5,training
6386,communication,B-HARDWARE,2,54,5,training
6387,circuit,I-HARDWARE,2,54,5,training
6388,connects,B-FUNCIONALIDADE,2,54,5,training
6389,the,I-FUNCIONALIDADE,2,54,5,training
6390,SMARC,I-FUNCIONALIDADE,2,54,5,training
6391,connector,I-FUNCIONALIDADE,2,54,5,training
6392,to,O,2,54,5,training
6393,dedicated,O,2,54,5,training
6394,communication,O,2,54,5,training
6395,contacts,O,2,54,5,training
6396,of,O,2,54,5,training
6397,the,O,2,54,5,training
6398,integrated,B-HARDWARE,2,54,5,training
6399,power,I-HARDWARE,2,54,5,training
6400,supply,I-HARDWARE,2,54,5,training
6401,and,O,2,54,5,training
6402,communication,B-HARDWARE,2,54,5,training
6403,connector,I-HARDWARE,2,54,5,training
6404,.,O,2,54,5,training
6405,In,O,3,54,5,training
6406,addition,O,3,54,5,training
6407,",",O,3,54,5,training
6408,signal,O,3,54,5,training
6409,lines,O,3,54,5,training
6410,are,O,3,54,5,training
6411,provided,O,3,54,5,training
6412,on,O,3,54,5,training
6413,the,O,3,54,5,training
6414,printed,B-HARDWARE,3,54,5,training
6415,circuit,I-HARDWARE,3,54,5,training
6416,board,I-HARDWARE,3,54,5,training
6417,in,O,3,54,5,training
6418,order,O,3,54,5,training
6419,to,O,3,54,5,training
6420,connect,B-FUNCIONALIDADE,3,54,5,training
6421,dedicated,I-FUNCIONALIDADE,3,54,5,training
6422,input,I-FUNCIONALIDADE,3,54,5,training
6423,/,I-FUNCIONALIDADE,3,54,5,training
6424,output,I-FUNCIONALIDADE,3,54,5,training
6425,contacts,I-FUNCIONALIDADE,3,54,5,training
6426,of,O,3,54,5,training
6427,the,O,3,54,5,training
